chr	start	end	subNumb	polyNumb
chr14	73458644	73458962	3	7
chr14	73502273	73502544	2	2
chr14	73537146	73537385	5	1
chr14	73545430	73545724	2	N_VARIANTS
chr14	73549969	73550207	3	1
chr14	73577298	73577579	2	3
chr14	73785808	73786167	2	2
chr14	73794820	73795057	4	2
chr14	73943130	73943430	3	1
chr14	74133855	74134019	2	N_VARIANTS
chr14	75430148	75430392	2	3
chr14	75560985	75561170	2	N_VARIANTS
chr14	75648434	75648700	3	4
chr14	76919203	76919487	3	2
chr14	77023648	77023948	2	4
chr14	77097850	77098069	2	2
chr14	78448556	78448745	3	1
chr14	80992654	80992863	2	2
chr14	81165263	81165593	2	2
chr14	81208534	81208845	5	4
chr14	81303348	81303900	4	2
chr14	82704296	82704546	2	3
chr14	85562636	85562909	2	1
chr14	86004061	86004337	3	2
chr14	88045775	88046042	4	3
chr14	89017534	89017807	3	10
chr14	89171230	89171468	4	1
chr14	89214176	89214369	2	5
chr14	89487080	89487355	3	2
chr14	90444307	90444633	2	4
chr14	90645023	90645219	2	3
chr14	91519592	91520020	8	2
chr14	91889521	91889689	2	4
chr14	92386735	92387016	2	3
chr14	92529558	92529742	3	1
chr14	92540788	92540955	3	3
chr14	92724524	92724786	2	3
chr14	92880894	92881162	2	4
chr14	93151119	93151567	2	9
chr14	94312847	94313213	3	3
chr14	94330724	94330955	2	3
chr14	94392533	94392948	3	7
chr14	94463318	94463507	2	5
chr14	94473825	94473972	2	3
chr14	94593964	94594175	4	8
chr14	94635256	94635444	2	N_VARIANTS
chr14	95222862	95223163	3	2
chr14	95300975	95301172	2	3
chr14	95309216	95309394	2	4
chr14	95524841	95525259	5	8
chr14	96011643	96011853	3	5
chr14	96095874	96096166	6	3
chr14	96097281	96097592	6	9
chr14	96212907	96213141	2	5
chr14	98953669	98953951	2	3
chr14	99480927	99481292	2	3
chr14	99549753	99549909	2	N_VARIANTS
chr14	99791097	99791324	2	2
chr14	99947771	99948119	2	N_VARIANTS
chr14	100204582	100204875	3	2
chr14	100440164	100440466	2	5
chr14	101289228	101289532	3	2
chr14	101405442	101405796	2	1
chr14	101861478	101861737	4	5
chr14	101947912	101948266	6	2
chr14	102323163	102323385	2	1
chr14	102795105	102795391	2	2
chr14	103099118	103099385	4	3
chr14	103100619	103100925	4	1
chr14	103121882	103122065	3	4
chr14	103161106	103161413	5	4
chr14	103194326	103194563	2	1
chr14	103213389	103213723	2	1
chr14	103246223	103246481	4	3
chr14	103315362	103315638	3	6
chr14	103380782	103381077	3	2
chr14	103386227	103386474	4	5
chr14	103891350	103891552	4	1
chr14	104654157	104654481	3	5
chr14	104735403	104735628	4	2
chr14	105285310	105285568	2	N_VARIANTS
chr14	105290525	105290737	2	3
chr15	22252105	22252351	3	1
chr15	22262605	22262837	3	1
chr15	24956224	24956431	2	N_VARIANTS
chr15	25738286	25738521	5	6
chr15	28017457	28017751	3	7
chr15	29936452	29936710	4	5
chr15	30038905	30039209	3	4
chr15	30489494	30489704	4	3
chr15	30499255	30499530	4	N_VARIANTS
chr15	30624260	30624414	2	2
chr15	31159456	31159598	4	1
chr15	31365857	31366127	2	3
chr15	32508174	32508423	4	N_VARIANTS
chr15	32613629	32613810	2	2
chr15	34984969	34985244	3	N_VARIANTS
chr15	36161781	36162013	2	2
chr15	36647858	36648006	3	2
chr15	37397838	37398025	2	3
chr15	37860989	37861164	2	1
chr15	39274118	39274554	4	4
chr15	40765485	40765662	2	2
chr15	40800819	40801049	3	1
chr15	40953118	40953442	2	1
chr15	41043304	41043651	4	1
chr15	42057521	42057803	2	3
chr15	42279296	42279455	2	4
chr15	43440864	43441236	3	2
chr15	44813305	44813573	2	1
chr15	44833226	44833390	2	1
chr15	44979780	44979981	3	2
chr15	45025699	45025991	6	7
chr15	45200497	45200656	3	1
chr15	45387299	45387683	2	2
chr15	45402092	45402444	3	8
chr15	45445416	45445663	2	1
chr15	45634531	45634850	3	2
chr15	45641385	45641754	2	N_VARIANTS
chr15	45842176	45842362	5	2
chr15	47124513	47124791	3	6
chr15	48683041	48683302	2	2
chr15	49620779	49621067	2	6
chr15	50238205	50238547	3	6
chr15	50369229	50369463	2	3
chr15	50687073	50687350	2	2
chr15	50828805	50829123	5	2
chr15	51203947	51204198	2	1
chr15	51731423	51731635	3	1
chr15	52071637	52071962	6	3
chr15	52078276	52078663	4	4
chr15	52709178	52709479	3	6
chr15	52824669	52824817	2	2
chr15	53438687	53438874	2	1
chr15	53447110	53447418	4	3
chr15	53453617	53453956	3	2
chr15	55196868	55197161	2	7
chr15	55224856	55225103	2	4
chr15	55250370	55250825	5	3
chr15	57352614	57352879	2	2
chr15	57619740	57620039	4	5
chr15	58141906	58142233	3	3
chr15	58248179	58248520	4	3
chr15	58285252	58285605	3	6
chr15	58433559	58433836	2	2
chr15	58467681	58467963	4	2
chr15	58475609	58475869	2	2
chr15	58524312	58524662	3	3
chr15	58620407	58620591	2	2
chr15	59256037	59256361	3	3
chr15	59256585	59256888	3	7
chr15	59328069	59328244	2	2
chr15	59724594	59724875	2	3
chr15	60091121	60091599	4	8
chr15	60576039	60576296	4	4
chr15	60582685	60582925	3	N_VARIANTS
chr15	60590918	60591160	3	2
chr15	60690574	60690827	2	3
chr15	60740962	60741376	6	7
chr15	60917505	60917773	3	9
chr15	61403973	61404309	2	4
chr15	61422055	61422281	2	3
chr15	62069704	62069927	2	1
chr15	62109526	62109745	4	4
chr15	62208428	62208639	6	13
chr15	62302366	62302635	3	4
chr15	62603724	62604043	2	4
chr15	62781970	62782285	3	3
chr15	62835308	62835755	3	3
chr15	62958659	62958850	2	N_VARIANTS
chr15	62972930	62973198	3	11
chr15	63967669	63967932	2	1
chr15	64092633	64092820	2	1
chr15	65045140	65045445	2	N_VARIANTS
chr15	65825234	65825462	5	3
chr15	67024423	67024800	2	5
chr15	67063715	67064215	5	9
chr15	67167835	67168014	2	N_VARIANTS
chr15	67918662	67918912	2	1
chr15	68257230	68257485	2	2
chr15	68275311	68275508	2	2
chr15	69126061	69126391	4	5
chr15	69491400	69491595	2	N_VARIANTS
chr15	69556402	69556658	2	1
chr15	69557328	69557543	5	4
chr15	70166143	70166300	2	2
chr15	70196497	70196874	5	4
chr15	70427192	70427355	3	2
chr15	70430173	70430330	2	2
chr15	70835481	70835659	2	2
chr15	71279123	71279432	3	6
chr15	71501486	71501699	2	1
chr15	71611043	71611298	4	3
chr15	71677328	71677549	3	3
chr15	71732745	71733076	4	3
chr15	72118190	72118462	4	1
chr15	72134979	72135168	4	5
chr15	74549842	74550124	4	1
chr15	75454230	75454511	6	N_VARIANTS
chr15	75457162	75457406	3	N_VARIANTS
chr15	75666289	75666502	2	1
chr15	75720797	75721127	3	1
chr15	77496749	77497069	2	N_VARIANTS
chr15	78005292	78005606	2	N_VARIANTS
chr15	78397029	78397353	3	6
chr15	78950383	78950687	3	2
chr15	79960656	79960893	2	2
chr15	80162356	80162539	2	3
chr15	80173305	80173611	2	2
chr15	80229310	80229524	2	1
chr15	80242961	80243136	2	3
chr15	80260035	80260263	4	2
chr15	81038919	81039281	6	4
chr15	81273863	81274165	2	2
chr15	82942726	82942975	5	1
chr15	83845285	83845608	3	2
chr15	83847013	83847220	2	6
chr15	83911406	83911644	3	4
chr15	83928926	83929215	3	5
chr15	84800456	84800789	2	4
chr15	84840849	84841232	3	3
chr15	85346743	85346991	2	1
chr15	85589953	85590224	2	3
chr15	85781183	85781413	2	3
chr15	85972881	85973054	6	4
chr15	88465860	88466218	3	4
chr15	88614495	88614698	2	4
chr15	89117833	89118109	5	4
chr15	89785545	89785751	5	1
chr15	89804003	89804185	2	2
chr15	90013693	90013960	4	5
chr15	90038648	90039036	2	6
chr15	90154919	90155400	3	4
chr15	90592300	90592607	2	5
chr15	90861342	90861677	2	11
chr15	91549667	91549928	2	5
chr15	91943011	91943397	4	3
chr15	91988133	91988457	7	6
chr15	92117407	92117701	5	8
chr15	92120181	92120373	3	3
chr15	92168306	92168510	4	4
chr15	92803912	92804397	6	5
chr15	92811686	92811863	2	3
chr15	94532345	94532632	3	4
chr15	95620971	95621288	2	2
chr15	96254311	96254563	2	2
chr15	96262654	96262848	2	N_VARIANTS
chr15	96264337	96264519	2	N_VARIANTS
chr15	97984210	97984489	2	2
chr15	99156269	99156475	2	1
chr15	99619777	99620087	4	N_VARIANTS
chr15	100168224	100168405	2	5
chr15	100216190	100216434	3	7
chr15	100559402	100559662	3	4
chr15	101280100	101280358	2	3
chr15	101444019	101444248	2	4
chr15	101445589	101445763	2	4
chr15	101558395	101558571	7	N_VARIANTS
chr15	101616468	101616744	3	4
chr16	98786	99058	4	4
chr16	153173	153454	2	4
chr16	234599	234836	3	8
chr16	405755	406053	5	4
chr16	645939	646195	4	3
chr16	1825380	1825550	2	N_VARIANTS
chr16	1938298	1938658	2	4
chr16	1940732	1940983	2	N_VARIANTS
chr16	1983739	1984007	3	5
chr16	1993880	1994179	2	1
chr16	2128647	2128876	3	1
chr16	2133977	2134258	2	N_VARIANTS
chr16	2166320	2166626	8	1
chr16	2223446	2223738	2	2
chr16	2248653	2248916	9	2
chr16	2484934	2485286	2	2
chr16	2531967	2532211	5	2
chr16	2659589	2659807	5	4
chr16	3038352	3038585	3	3
chr16	3259133	3259455	2	2
chr16	3695914	3696160	4	N_VARIANTS
chr16	3743216	3743501	5	N_VARIANTS
chr16	3843084	3843280	2	1
chr16	4087570	4087845	2	4
chr16	4179086	4179370	4	4
chr16	4279650	4279890	2	3
chr16	4664078	4664410	3	9
chr16	4680288	4680564	2	3
chr16	4684718	4685065	3	4
chr16	4935268	4935753	2	8
chr16	5134935	5135151	5	1
chr16	8551427	8551602	4	5
chr16	8700170	8700371	2	1
chr16	8860187	8860459	6	9
chr16	9241183	9241505	2	5
chr16	9648168	9648467	3	5
chr16	10266083	10266452	5	3
chr16	10328333	10328514	2	1
chr16	10333358	10333709	3	5
chr16	10367702	10367904	5	3
chr16	10509463	10509736	3	6
chr16	10646745	10646956	4	3
chr16	10647825	10648076	2	4
chr16	10653237	10653536	3	5
chr16	10921863	10922155	4	1
chr16	11034075	11034326	2	2
chr16	11104974	11105257	4	4
chr16	11206034	11206359	2	3
chr16	11458505	11458814	2	8
chr16	11534358	11534692	5	4
chr16	11535425	11535812	2	7
chr16	11564401	11564593	3	2
chr16	11612298	11612644	2	2
chr16	11640248	11640556	3	3
chr16	11743598	11744055	2	8
chr16	11834344	11834662	3	4
chr16	12211543	12211803	2	7
chr16	12258003	12258297	5	2
chr16	12262683	12262978	2	7
chr16	12458660	12458882	2	3
chr16	12570282	12570442	3	10
chr16	12646876	12647151	2	5
chr16	14490428	14490595	2	1
chr16	14527830	14528104	2	4
chr16	14632777	14632986	3	1
chr16	14913144	14913440	3	N_VARIANTS
chr16	14955629	14956158	5	N_VARIANTS
chr16	15152818	15153117	2	N_VARIANTS
chr16	15572439	15572676	2	1
chr16	15608528	15608808	2	2
chr16	15672871	15673218	2	1
chr16	15965560	15965792	6	1
chr16	16213848	16214223	3	N_VARIANTS
chr16	16311898	16312093	2	N_VARIANTS
chr16	17171327	17171551	2	1
chr16	17173470	17173737	4	2
chr16	18400070	18400341	2	N_VARIANTS
chr16	18580433	18580792	2	N_VARIANTS
chr16	18863066	18863244	2	3
chr16	18919457	18919666	6	3
chr16	19190356	19190666	2	2
chr16	19698826	19699109	2	2
chr16	20443840	20444098	2	N_VARIANTS
chr16	20451212	20451583	3	N_VARIANTS
chr16	20576337	20576588	3	N_VARIANTS
chr16	20587745	20588060	3	4
chr16	20596572	20596971	2	5
chr16	20897369	20897629	2	N_VARIANTS
chr16	21059969	21060179	4	3
chr16	21822534	21822716	2	1
chr16	21886769	21886997	2	N_VARIANTS
chr16	22007517	22007720	2	3
chr16	22232886	22233065	5	N_VARIANTS
chr16	24925205	24925500	3	4
chr16	25031593	25031834	3	4
chr16	26530576	26530768	2	4
chr16	27214302	27214470	2	3
chr16	27315788	27316091	4	5
chr16	28105388	28105613	2	2
chr16	28141261	28141451	2	3
chr16	28526437	28526735	2	1
chr16	28531834	28532191	3	4
chr16	28596364	28596654	2	2
chr16	28599308	28599669	13	N_VARIANTS
chr16	29114690	29114974	4	1
chr16	29129498	29129842	6	4
chr16	29178129	29178323	5	2
chr16	29229163	29229392	3	6
chr16	29532364	29532542	2	N_VARIANTS
chr16	29758007	29758323	5	1
chr16	30199716	30199981	2	N_VARIANTS
chr16	30272382	30272590	2	N_VARIANTS
chr16	30343518	30343786	2	1
chr16	30367807	30367940	3	1
chr16	30488720	30488996	3	N_VARIANTS
chr16	30619227	30619566	3	3
chr16	35561432	35561747	2	3
chr16	35569501	35569811	2	2
chr16	46891949	46892121	3	N_VARIANTS
chr16	48492181	48492405	4	1
chr16	48605695	48606051	2	4
chr16	50591692	50591969	3	2
chr16	50695681	50695919	2	1
chr16	50699747	50700030	2	3
chr16	50928144	50928464	2	4
chr16	51107833	51108122	2	2
chr16	51360449	51360652	2	4
chr16	52296655	52297033	4	3
chr16	52384010	52384244	4	N_VARIANTS
chr16	53510003	53510252	3	5
chr16	53511834	53511988	2	1
chr16	54007679	54007876	2	4
chr16	54124945	54125477	5	4
chr16	54125812	54126164	3	3
chr16	54181045	54181270	4	2
chr16	54268429	54268664	5	4
chr16	54503541	54503795	3	2
chr16	55637075	55637325	3	2
chr16	55757027	55757317	4	6
chr16	55760329	55760626	2	6
chr16	55791563	55791834	3	N_VARIANTS
chr16	55805173	55805445	3	N_VARIANTS
chr16	55832999	55833454	4	9
chr16	55835690	55835995	2	4
chr16	55868260	55868485	2	5
chr16	56263659	56264076	2	N_VARIANTS
chr16	56451393	56451610	2	2
chr16	56657392	56657707	2	1
chr16	56931848	56932067	2	1
chr16	56967795	56967981	2	1
chr16	57061473	57061627	2	3
chr16	57667409	57667701	5	1
chr16	57675691	57675998	2	1
chr16	57735258	57735506	2	4
chr16	57782770	57782906	3	4
chr16	57808152	57808406	2	1
chr16	57890437	57890787	4	3
chr16	57893966	57894277	2	5
chr16	58024971	58025192	2	1
chr16	58847854	58848140	2	3
chr16	62805498	62805836	4	N_VARIANTS
chr16	65945553	65945820	2	3
chr16	65960024	65960298	3	2
chr16	66930338	66930518	2	5
chr16	67684606	67684761	3	2
chr16	67914855	67915044	2	1
chr16	68416354	68416603	2	1
chr16	68894720	68895010	2	1
chr16	69287419	69287680	2	5
chr16	69941560	69941888	4	4
chr16	70299382	70299740	3	4
chr16	70711440	70711684	2	N_VARIANTS
chr16	71600793	71601029	3	2
chr16	71912553	71912791	3	1
chr16	72017074	72017481	3	1
chr16	72043048	72043346	7	2
chr16	72051068	72051483	3	2
chr16	72051864	72052161	2	1
chr16	72811198	72811471	2	2
chr16	72956146	72956494	3	6
chr16	73015693	73016069	2	5
chr16	73126466	73126826	3	2
chr16	73161992	73162363	4	3
chr16	74591967	74592235	4	5
chr16	74695787	74696091	2	1
chr16	75016836	75017002	3	1
chr16	75120370	75120670	3	4
chr16	75392285	75392682	7	6
chr16	76970823	76971056	4	3
chr16	77190551	77190804	2	10
chr16	78252782	78252964	2	1
chr16	78461441	78461721	2	4
chr16	78542481	78542785	6	2
chr16	78591610	78591801	2	2
chr16	78729850	78730121	4	10
chr16	78756316	78756577	4	7
chr16	78821382	78821579	3	3
chr16	79294674	79294902	4	2
chr16	79970563	79970774	2	6
chr16	80468084	80468324	2	4
chr16	81513570	81513875	3	N_VARIANTS
chr16	81597354	81597605	2	4
chr16	82007281	82007531	3	1
chr16	82027784	82027985	4	3
chr16	82060089	82060325	4	1
chr16	82088433	82088733	4	2
chr16	82761269	82761622	2	6
chr16	83296649	83296871	3	3
chr16	84739746	84740029	2	9
chr16	84740793	84741140	2	3
chr16	84893993	84894232	3	2
chr16	84910384	84910606	2	5
chr16	84911576	84911810	2	4
chr16	84913343	84913562	3	3
chr16	85159533	85159681	3	4
chr16	85160065	85160217	8	2
chr16	85181854	85182120	2	2
chr16	85213440	85213804	2	6
chr16	85294440	85294620	2	4
chr16	85361700	85362088	4	7
chr16	85422769	85423084	3	8
chr16	85524936	85525265	2	7
chr16	85563570	85563861	2	4
chr16	85847934	85848205	2	3
chr16	85940256	85940605	6	5
chr16	87388268	87388770	2	3
chr16	87391604	87391859	2	3
chr16	87456349	87456520	4	2
chr16	87465434	87465713	2	3
chr16	87554720	87555079	2	7
chr16	87555656	87556066	9	4
chr16	87779035	87779483	2	2
chr16	87853645	87853930	4	7
chr16	87936560	87936744	2	3
chr16	87949020	87949370	3	4
chr16	87982609	87982849	2	3
chr16	88473840	88474215	3	7
chr16	88600313	88600635	3	6
chr16	88602156	88602468	2	2
chr16	88605480	88605739	2	2
chr16	89395124	89395448	3	5
chr16	89418479	89418711	2	1
chr16	89472688	89472945	2	4
chr16	89534516	89534744	2	1
chr16	89764907	89765230	2	7
chr16	90210243	90210493	5	N_VARIANTS
chr17	339013	339254	2	2
chr17	348750	348888	2	N_VARIANTS
chr17	628432	628933	3	8
chr17	996911	997101	2	N_VARIANTS
chr17	1412795	1413094	6	2
chr17	1467913	1468274	3	5
chr17	1736957	1737153	2	4
chr17	1910078	1910372	2	2
chr17	1944725	1944852	2	2
chr17	2158026	2158349	2	4
chr17	2710682	2711007	2	1
chr17	3634740	3635057	2	4
chr17	3802453	3802710	2	3
chr17	4209579	4209902	2	5
chr17	4727048	4727317	2	5
chr17	4735902	4736181	3	3
chr17	6702559	6702756	3	2
chr17	6711044	6711371	4	2
chr17	6795993	6796284	2	3
chr17	6797844	6798327	2	5
chr17	6907281	6907562	2	2
chr17	7115711	7116012	2	7
chr17	7179597	7179851	2	1
chr17	7259209	7259450	4	3
chr17	8152291	8152619	2	1
chr17	8173285	8173679	12	53
chr17	8186260	8186461	3	4
chr17	8210516	8210794	2	3
chr17	8237298	8237511	2	N_VARIANTS
chr17	8543221	8543494	2	3
chr17	9056703	9056957	2	1
chr17	9057215	9057444	3	1
chr17	9080535	9080877	3	3
chr17	9081019	9081261	3	4
chr17	9361228	9361516	3	2
chr17	9644394	9644813	3	6
chr17	13410929	13411211	5	7
chr17	13909998	13910195	2	1
chr17	14206103	14206327	3	3
chr17	15091910	15092107	2	3
chr17	16138051	16138296	2	N_VARIANTS
chr17	16297096	16297429	2	2
chr17	16380904	16381177	3	5
chr17	16535717	16535901	2	N_VARIANTS
chr17	16593795	16594066	3	2
chr17	17063870	17064031	2	3
chr17	17349523	17349712	2	4
chr17	17560292	17560547	4	3
chr17	17818239	17818521	3	1
chr17	17836193	17836469	2	2
chr17	17972627	17972951	2	3
chr17	18356598	18356917	5	1
chr17	18377471	18377800	2	4
chr17	19338294	19338634	3	1
chr17	19508106	19508263	4	7
chr17	19578052	19578304	2	2
chr17	19672025	19672399	4	2
chr17	20465113	20465320	2	N_VARIANTS
chr17	20955490	20955787	2	5
chr17	21286328	21286625	3	N_VARIANTS
chr17	27244895	27245233	2	2
chr17	27412261	27412463	2	2
chr17	27540481	27540696	2	2
chr17	28370319	28370733	3	3
chr17	28788145	28788422	3	N_VARIANTS
chr17	29045802	29046106	2	4
chr17	29046398	29046733	3	1
chr17	29237859	29238127	2	2
chr17	29469366	29469538	2	N_VARIANTS
chr17	29555903	29556187	2	N_VARIANTS
chr17	30115383	30115564	2	2
chr17	30450672	30451028	2	N_VARIANTS
chr17	31568545	31568957	5	7
chr17	34368958	34369251	2	5
chr17	34850042	34850397	3	N_VARIANTS
chr17	35063584	35063935	3	2
chr17	35254398	35254669	3	3
chr17	35778135	35778478	2	1
chr17	36085685	36086078	2	5
chr17	36548726	36549023	4	3
chr17	36948525	36948683	2	1
chr17	37502075	37502372	3	1
chr17	37616574	37616762	6	3
chr17	38557809	38558157	2	3
chr17	38559415	38559729	2	2
chr17	38752402	38752847	3	4
chr17	38912284	38912546	3	N_VARIANTS
chr17	38931926	38932145	2	5
chr17	39451265	39451431	2	3
chr17	39944093	39944438	3	4
chr17	40038894	40039118	2	4
chr17	40248098	40248367	2	3
chr17	40537901	40538160	2	1
chr17	40549174	40549684	5	3
chr17	40596195	40596463	4	4
chr17	41383807	41384057	2	1
chr17	41697304	41697600	2	N_VARIANTS
chr17	41702815	41703070	4	3
chr17	42311529	42311877	2	2
chr17	42367136	42367442	2	3
chr17	42382469	42382691	2	2
chr17	42387268	42387611	2	3
chr17	42532831	42532982	2	1
chr17	42904060	42904290	4	4
chr17	43040672	43041017	4	1
chr17	43070260	43070570	2	2
chr17	43361086	43361242	4	13
chr17	43409627	43410007	2	2
chr17	43456909	43457308	2	2
chr17	43771374	43771771	2	5
chr17	43964925	43965164	3	2
chr17	44002512	44002759	2	1
chr17	44123825	44124142	3	1
chr17	44947710	44947971	4	4
chr17	45487688	45488032	3	1
chr17	45583640	45583841	2	1
chr17	45923936	45924254	2	2
chr17	46108891	46109151	3	5
chr17	47229738	47230299	3	2
chr17	47493546	47493832	2	N_VARIANTS
chr17	47665773	47665970	3	N_VARIANTS
chr17	47875646	47875895	3	2
chr17	48048019	48048227	2	1
chr17	49739848	49740085	2	1
chr17	49863091	49863332	3	2
chr17	50396240	50396491	3	4
chr17	50428782	50429211	2	1
chr17	50476548	50476745	2	2
chr17	50515318	50515588	3	3
chr17	50635957	50636328	2	3
chr17	50671010	50671354	2	5
chr17	50716434	50716687	5	1
chr17	50807120	50807445	2	1
chr17	50905470	50905768	2	5
chr17	51088869	51089180	3	3
chr17	51112690	51113040	5	N_VARIANTS
chr17	51146187	51146513	3	4
chr17	52660766	52660943	2	2
chr17	53924633	53924836	2	1
chr17	54882491	54882732	2	4
chr17	55285956	55286168	3	N_VARIANTS
chr17	55704444	55704663	2	N_VARIANTS
chr17	55732854	55733280	4	3
chr17	55897369	55897659	2	3
chr17	57377225	57377557	3	1
chr17	57516389	57516678	3	4
chr17	57577890	57578174	3	1
chr17	57838492	57838788	3	2
chr17	57892971	57893234	2	2
chr17	58417519	58417833	3	1
chr17	58914197	58914528	2	3
chr17	58997044	58997335	3	2
chr17	59297330	59297553	2	1
chr17	60326255	60326525	3	2
chr17	60356947	60357169	2	N_VARIANTS
chr17	60694757	60694918	2	N_VARIANTS
chr17	62967013	62967158	2	1
chr17	64057913	64058155	3	2
chr17	64115887	64116147	2	3
chr17	64173616	64173853	2	1
chr17	64187258	64187468	2	4
chr17	64959340	64959647	3	2
chr17	66459898	66460311	5	7
chr17	67280346	67280589	3	2
chr17	67337046	67337233	2	2
chr17	67717648	67717934	2	3
chr17	67777890	67778131	3	1
chr17	68378628	68378937	2	3
chr17	68457645	68457919	2	5
chr17	68567101	68567451	2	2
chr17	68820685	68821355	6	10
chr17	68840122	68840435	3	4
chr17	69269277	69269556	2	1
chr17	69486865	69487069	2	3
chr17	71057519	71057745	2	2
chr17	73308232	73308491	2	4
chr17	73795701	73796014	2	3
chr17	73798393	73798631	5	1
chr17	74873342	74873565	5	5
chr17	75081054	75081283	3	1
chr17	75084095	75084378	2	2
chr17	75086628	75086884	2	3
chr17	75290157	75290336	2	3
chr17	75383166	75383466	2	2
chr17	75855373	75855754	3	2
chr17	75988682	75988843	2	1
chr17	76237923	76238099	2	3
chr17	76332644	76332890	2	2
chr17	76726525	76726786	4	1
chr17	77285257	77285431	3	N_VARIANTS
chr17	77354668	77354861	2	2
chr17	77836662	77836961	7	5
chr17	77887719	77887884	5	2
chr17	78174601	78174865	2	3
chr17	78351374	78351768	3	4
chr17	78396880	78397156	3	2
chr17	78748235	78748482	2	2
chr17	78769328	78769561	2	N_VARIANTS
chr17	79281873	79282147	4	1
chr17	79836608	79836871	4	4
chr17	79897663	79898013	3	4
chr17	79993552	79993960	9	2
chr17	80028182	80028456	6	2
chr17	80029195	80029512	3	3
chr17	80491646	80491888	3	N_VARIANTS
chr17	81326962	81327176	2	5
chr17	81843142	81843348	2	1
chr17	81860941	81861193	3	1
chr17	82133721	82133955	4	2
chr17	82243043	82243326	2	3
chr17	82292818	82292974	2	1
chr17	82507721	82508151	5	5
chr18	106370	106665	4	1
chr18	106757	106836	3	N_VARIANTS
chr18	107122	107212	3	N_VARIANTS
chr18	107586	107710	8	N_VARIANTS
chr18	107997	108137	4	N_VARIANTS
chr18	108955	109036	7	N_VARIANTS
chr18	109097	109306	11	N_VARIANTS
chr18	109362	109815	27	N_VARIANTS
chr18	111057	111160	3	N_VARIANTS
chr18	711711	711993	6	2
chr18	2984847	2985236	2	1
chr18	3014297	3014531	2	2
chr18	3052112	3052400	2	2
chr18	3230705	3230903	3	2
chr18	3266333	3266526	3	2
chr18	3441453	3441642	3	2
chr18	3449323	3449548	2	1
chr18	3494254	3494458	2	2
chr18	3604762	3604915	3	3
chr18	3771505	3771648	8	3
chr18	5998561	5998909	3	1
chr18	6210934	6211264	4	4
chr18	8997140	8997360	2	1
chr18	9073605	9073972	5	2
chr18	9575609	9575904	2	4
chr18	10621107	10621296	3	2
chr18	11119933	11120266	2	2
chr18	11125539	11125831	2	2
chr18	11850103	11850355	3	1
chr18	12015679	12015968	2	5
chr18	12114361	12114535	2	3
chr18	13176944	13177164	4	2
chr18	13672337	13672506	2	1
chr18	21135009	21135274	3	1
chr18	21456990	21457182	2	1
chr18	21699543	21699899	3	7
chr18	21740594	21740894	3	6
chr18	21894707	21894960	2	2
chr18	22489756	22489990	2	2
chr18	22541321	22541487	2	3
chr18	22684328	22684675	2	3
chr18	22873294	22873513	2	1
chr18	23459624	23459766	4	5
chr18	23515464	23515692	2	2
chr18	23545473	23545710	2	2
chr18	23857839	23858126	3	5
chr18	23859882	23860179	2	2
chr18	24015378	24015632	2	1
chr18	24061797	24062008	2	N_VARIANTS
chr18	24195345	24195596	2	1
chr18	24198540	24198651	2	N_VARIANTS
chr18	24211677	24212003	4	3
chr18	24470052	24470259	2	4
chr18	24546391	24546621	2	3
chr18	26765587	26765890	2	5
chr18	27187304	27187522	2	3
chr18	27233217	27233537	5	2
chr18	31558641	31558871	5	2
chr18	32542574	32542776	2	6
chr18	34121287	34121747	4	7
chr18	34981589	34981871	2	2
chr18	35118289	35118517	3	2
chr18	41704225	41704396	2	N_VARIANTS
chr18	42171209	42171490	3	2
chr18	42583226	42583518	3	4
chr18	43248028	43248238	2	4
chr18	45322380	45322712	3	1
chr18	45324574	45324985	2	3
chr18	46009505	46009726	2	N_VARIANTS
chr18	46331356	46331695	3	3
chr18	47176362	47176593	3	N_VARIANTS
chr18	47335084	47335295	2	N_VARIANTS
chr18	48017708	48017977	3	6
chr18	48131060	48131400	4	2
chr18	48192574	48192921	3	N_VARIANTS
chr18	48222302	48222492	3	2
chr18	48228278	48228521	2	N_VARIANTS
chr18	48445517	48445868	5	3
chr18	48926541	48926913	4	5
chr18	49487184	49487342	2	2
chr18	49630208	49630542	4	4
chr18	49631588	49631889	3	4
chr18	49837968	49838252	2	6
chr18	49994609	49994805	5	3
chr18	50079942	50080175	3	1
chr18	50154426	50154646	2	4
chr18	50453102	50453356	2	1
chr18	51133819	51134129	2	3
chr18	53534726	53534970	3	1
chr18	54771352	54771626	6	3
chr18	54874015	54874192	2	2
chr18	56571057	56571291	2	2
chr18	56615896	56616042	2	2
chr18	57649809	57650050	2	2
chr18	57737737	57738037	2	3
chr18	57927561	57927771	5	1
chr18	58314412	58314611	2	1
chr18	58399065	58399289	2	2
chr18	58407335	58407767	4	1
chr18	58413976	58414612	4	3
chr18	58485037	58485343	2	2
chr18	59021533	59021851	2	2
chr18	59453689	59453842	2	3
chr18	61690797	61691061	2	2
chr18	61865553	61865775	2	3
chr18	61959949	61960266	3	3
chr18	61980439	61980715	2	2
chr18	62089297	62089463	2	1
chr18	62437125	62437477	4	3
chr18	62510786	62511064	3	N_VARIANTS
chr18	62782098	62782368	2	2
chr18	62874299	62874479	2	4
chr18	63083651	63083842	3	1
chr18	63100119	63100488	2	2
chr18	63241862	63242083	2	1
